filter,stock,value
Dividend Difference L1,APHA-CA,0
Dividend Difference L1,SW-CA,0
Dividend Difference L1,TRST-CA,0
Dividend Difference L1,BBU.UT-CA,0
Dividend Difference L1,EFN-CA,0
Dividend Difference L1,AIF-CA,0
Dividend Difference L1,CG-CA,0
Dividend Difference L1,CCO-CA,0
Dividend Difference L1,CSH.UT-CA,0
Dividend Difference L1,LNR-CA,0
Dividend Difference L1,HR.UT-CA,0
Dividend Difference L1,IGM-CA,0
Dividend Difference L1,ATZ-CA,0
Dividend Difference L1,SSL-CA,0
Dividend Difference L1,CHR-CA,0
Dividend Difference L1,CVE-CA,0
Dividend Difference L1,AFN-CA,0
Dividend Difference L1,PVG-CA,0
Dividend Difference L1,BIR-CA,0
Dividend Difference L1,CPG-CA,0
Dividend Difference L1,SSRM-CA,0
Dividend Difference L1,K-CA,0
Dividend Difference L1,NTR-CA,0
Dividend Difference L1,CFP-CA,0
Dividend Difference L1,NG-CA,0
Dividend Difference L1,MSI-CA,0
Dividend Difference L1,DSG-CA,0
Dividend Difference L1,BTO-CA,0
Dividend Difference L1,CUF.UT-CA,0
Dividend Difference L1,AGI-CA,0
Dividend Difference L1,WJA-CA,0
Dividend Difference L1,MAG-CA,0
Dividend Difference L1,CRR.UT-CA,0
Dividend Difference L1,KXS-CA,0
Dividend Difference L1,ERF-CA,0
Dividend Difference L1,ASR-CA,0
Dividend Difference L1,CIX-CA,0
Dividend Difference L1,ARX-CA,0
Dividend Difference L1,NVU.UT-CA,0
Dividend Difference L1,HEXO-CA,0
Dividend Difference L1,TECK.B-CA,0
Dividend Difference L1,SMF-CA,0
Dividend Difference L1,GOOS-CA,0
Dividend Difference L1,HSE-CA,0
Dividend Difference L1,SHOP-CA,0
Dividend Difference L1,KL-CA,0
Dividend Difference L1,IVN-CA,0
Dividend Difference L1,NWH.UT-CA,0
Dividend Difference L1,BEI.UT-CA,0
Dividend Difference L1,SJR.B-CA,0
Dividend Difference L1,FCR-CA,0
Dividend Difference L1,ACB-CA,0
Dividend Difference L1,ESI-CA,0
Dividend Difference L1,PEY-CA,0
Dividend Difference L1,ERO-CA,0
Dividend Difference L1,TRQ-CA,0
Dividend Difference L1,SMU.UT-CA,0
Dividend Difference L1,GC-CA,0
Dividend Difference L1,FR-CA,0
Dividend Difference L1,DOO-CA,0
Dividend Difference L1,BB-CA,0
Dividend Difference L1,SCL-CA,0
Dividend Difference L1,SRU.UT-CA,0
Dividend Difference L1,TXG-CA,0
Dividend Difference L1,GIB.A-CA,0
Dividend Difference L1,GUD-CA,0
Dividend Difference L1,WPK-CA,0
Dividend Difference L1,ECN-CA,0
Dividend Difference L1,DRG.UT-CA,0
Dividend Difference L1,WCP-CA,0
Dividend Difference L1,DGC-CA,0
Dividend Difference L1,TOU-CA,0
Dividend Difference L1,WTE-CA,0
Dividend Difference L1,AX.UT-CA,0
Dividend Difference L1,PXT-CA,0
Dividend Difference L1,WEED-CA,0
Dividend Difference L1,DIR.UT-CA,0
Dividend Difference L1,EXE-CA,0
Dividend Difference L1,ALA-CA,0
Dividend Difference L1,TOY-CA,0
Dividend Difference L1,CRON-CA,0
Dividend Difference L1,TRI-CA,1
Dividend Difference L1,CSU-CA,1
Dividend Difference L1,SNC-CA,1
Dividend Difference L1,TOG-CA,1
Dividend Difference L1,CGX-CA,1
Dividend Difference L1,FRU-CA,1
Dividend Difference L1,AD-CA,1
Dividend Difference L1,PSK-CA,1
Dividend Difference L1,IPL-CA,1
Dividend Difference L1,TCL.A-CA,1
Dividend Difference L1,FFH-CA,1
Dividend Difference L1,WEF-CA,1
Dividend Difference L1,LB-CA,1
Dividend Difference L1,MTL-CA,1
Dividend Difference L1,REI.UT-CA,1
Dividend Difference L1,SES-CA,1
Dividend Difference L1,SIA-CA,1
Dividend Difference L1,CM-CA,1
Dividend Difference L1,EIF-CA,1
Dividend Difference L1,FTT-CA,1
Dividend Difference L1,KEY-CA,1
Dividend Difference L1,NWC-CA,1
Dividend Difference L1,NFI-CA,1
Dividend Difference L1,WPM-CA,1
Dividend Difference L1,BLX-CA,1
Dividend Difference L1,INE-CA,1
Dividend Difference L1,PWF-CA,1
Dividend Difference L1,NPI-CA,1
Dividend Difference L1,BEP.UT-CA,1
Dividend Difference L1,H-CA,1
Dividend Difference L1,GWO-CA,1
Dividend Difference L1,CPX-CA,1
Dividend Difference L1,BCE-CA,1
Dividend Difference L1,OR-CA,1
Dividend Difference L1,EMA-CA,1
Dividend Difference L1,WN-CA,1
Dividend Difference L1,BNS-CA,1
Dividend Difference L1,AP.UT-CA,1
Dividend Difference L1,ZZZ-CA,1
Dividend Difference L1,POW-CA,1
Dividend Difference L1,ENB-CA,1
Dividend Difference L1,RCI.B-CA,1
Dividend Difference L1,PPL-CA,1
Dividend Difference L1,STN-CA,1
Dividend Difference L1,CWB-CA,1
Dividend Difference L1,PBH-CA,1
Dividend Difference L1,BMO-CA,1
Dividend Difference L1,BPY.UT-CA,1
Dividend Difference L1,T-CA,1
Dividend Difference L1,CU-CA,1
Dividend Difference L1,FNV-CA,1
Dividend Difference L1,NA-CA,1
Dividend Difference L1,KMP.UT-CA,1
Dividend Difference L1,RY-CA,1
Dividend Difference L1,FTS-CA,1
Dividend Difference L1,TCN-CA,1
Dividend Difference L1,ECA-CA,1
Dividend Difference L1,L-CA,1
Dividend Difference L1,MIC-CA,1
Dividend Difference L1,CTC.A-CA,1
Dividend Difference L1,SAP-CA,1
Dividend Difference L1,TRP-CA,1
Dividend Difference L1,CNQ-CA,1
Dividend Difference L1,RCH-CA,1
Dividend Difference L1,SU-CA,1
Dividend Difference L1,AEM-CA,1
Dividend Difference L1,ARE-CA,1
Dividend Difference L1,EMP.A-CA,1
Dividend Difference L1,IFC-CA,1
Dividend Difference L1,ONEX-CA,1
Dividend Difference L1,ACO.X-CA,1
Dividend Difference L1,BIP.UT-CA,1
Dividend Difference L1,SLF-CA,1
Dividend Difference L1,TD-CA,1
Dividend Difference L1,CAR.UT-CA,1
Dividend Difference L1,MFI-CA,1
Dividend Difference L1,MFC-CA,1
Dividend Difference L1,IAG-CA,1
Dividend Difference L1,LIF-CA,1
Dividend Difference L1,ABX-CA,1
Dividend Difference L1,IMO-CA,1
Dividend Difference L1,GRT.UT-CA,1
Dividend Difference L1,X-CA,1
Dividend Difference L1,PAAS-CA,1
Dividend Difference L1,CJT-CA,1
Dividend Difference L1,EFX-CA,1
Dividend Difference L1,AQN-CA,1
Dividend Difference L1,MRU-CA,1
Dividend Difference L1,PSI-CA,1
Dividend Difference L1,IIP.UT-CA,1
Dividend Difference L1,CNR-CA,1
Dividend Difference L1,BAM.A-CA,1
Dividend Difference L1,MG-CA,1
Dividend Difference L1,TFII-CA,1
Dividend Difference L1,CP-CA,1
Dividend Difference L1,SJ-CA,1
Dividend Difference L1,OGC-CA,1
Dividend Difference L1,TIH-CA,1
Dividend Difference L1,ATD.B-CA,1
Dividend Difference L1,CAE-CA,1
Dividend Difference L1,DOL-CA,1
Dividend Difference L1,CCL.B-CA,1
Dividend Difference L1,ENGH-CA,1
Dividend Difference L1,WCN-CA,1
Dividend Difference L1,MTY-CA,1
Dividend Difference L1,MRE-CA,1
Dividend Difference L1,CIGI-CA,1
Dividend Difference L1,GIL-CA,1
Dividend Difference L1,WFT-CA,1
Dividend Difference L1,BAD-CA,1
Dividend Difference L1,QBR.B-CA,1
topN,NXE-CA,0
topN,GEI-CA,0
topN,D.UT-CA,0
topN,WSP-CA,0
topN,CHP.UT-CA,0
topN,EDV-CA,0
topN,LUN-CA,0
topN,KEL-CA,0
topN,IFP-CA,0
topN,RNW-CA,0
topN,APHA-CA,0
topN,SW-CA,0
topN,TRST-CA,0
topN,BBU.UT-CA,0
topN,EFN-CA,0
topN,AIF-CA,0
topN,CG-CA,0
topN,CCO-CA,0
topN,CSH.UT-CA,0
topN,LNR-CA,0
topN,HR.UT-CA,0
topN,IGM-CA,0
topN,ATZ-CA,0
topN,SSL-CA,0
topN,CHR-CA,0
topN,CVE-CA,0
topN,AFN-CA,0
topN,PVG-CA,0
topN,BIR-CA,0
topN,CPG-CA,0
topN,SSRM-CA,0
topN,K-CA,0
topN,NTR-CA,0
topN,CFP-CA,0
topN,NG-CA,0
topN,MSI-CA,0
topN,DSG-CA,0
topN,BTO-CA,0
topN,CUF.UT-CA,0
topN,AGI-CA,0
topN,WJA-CA,0
topN,MAG-CA,0
topN,CRR.UT-CA,0
topN,KXS-CA,0
topN,ERF-CA,0
topN,ASR-CA,0
topN,CIX-CA,0
topN,ARX-CA,0
topN,NVU.UT-CA,0
topN,HEXO-CA,0
topN,TECK.B-CA,0
topN,SMF-CA,0
topN,GOOS-CA,0
topN,HSE-CA,0
topN,SHOP-CA,0
topN,KL-CA,0
topN,IVN-CA,0
topN,NWH.UT-CA,0
topN,BEI.UT-CA,0
topN,SJR.B-CA,0
topN,FCR-CA,0
topN,ACB-CA,0
topN,ESI-CA,0
topN,PEY-CA,0
topN,ERO-CA,0
topN,TRQ-CA,0
topN,SMU.UT-CA,0
topN,GC-CA,0
topN,FR-CA,0
topN,DOO-CA,0
topN,BB-CA,0
topN,SCL-CA,0
topN,SRU.UT-CA,0
topN,TXG-CA,0
topN,GIB.A-CA,0
topN,GUD-CA,0
topN,WPK-CA,0
topN,ECN-CA,0
topN,DRG.UT-CA,0
topN,WCP-CA,0
topN,DGC-CA,0
topN,TOU-CA,0
topN,WTE-CA,0
topN,AX.UT-CA,0
topN,PXT-CA,0
topN,WEED-CA,0
topN,DIR.UT-CA,0
topN,EXE-CA,0
topN,ALA-CA,0
topN,TOY-CA,0
topN,CRON-CA,0
topN,TRI-CA,0
topN,CSU-CA,0
topN,SNC-CA,0
topN,TOG-CA,0
topN,CGX-CA,0
topN,FRU-CA,0
topN,AD-CA,0
topN,PSK-CA,0
topN,IPL-CA,0
topN,TCL.A-CA,0
topN,FFH-CA,0
topN,WEF-CA,0
topN,LB-CA,0
topN,MTL-CA,0
topN,REI.UT-CA,0
topN,SES-CA,0
topN,SIA-CA,0
topN,CM-CA,0
topN,EIF-CA,0
topN,FTT-CA,0
topN,KEY-CA,0
topN,NWC-CA,0
topN,NFI-CA,0
topN,WPM-CA,0
topN,BLX-CA,0
topN,INE-CA,0
topN,PWF-CA,0
topN,NPI-CA,0
topN,BEP.UT-CA,0
topN,H-CA,0
topN,GWO-CA,0
topN,CPX-CA,0
topN,BCE-CA,0
topN,OR-CA,0
topN,EMA-CA,0
topN,WN-CA,0
topN,BNS-CA,0
topN,AP.UT-CA,0
topN,ZZZ-CA,0
topN,POW-CA,0
topN,ENB-CA,0
topN,RCI.B-CA,0
topN,PPL-CA,0
topN,STN-CA,0
topN,CWB-CA,0
topN,PBH-CA,0
topN,BMO-CA,0
topN,BPY.UT-CA,0
topN,T-CA,0
topN,CU-CA,0
topN,FNV-CA,0
topN,NA-CA,0
topN,KMP.UT-CA,0
topN,RY-CA,0
topN,FTS-CA,0
topN,TCN-CA,0
topN,ECA-CA,1
topN,L-CA,1
topN,MIC-CA,1
topN,CTC.A-CA,1
topN,SAP-CA,1
topN,TRP-CA,1
topN,CNQ-CA,1
topN,RCH-CA,1
topN,SU-CA,1
topN,AEM-CA,1
topN,ARE-CA,1
topN,EMP.A-CA,1
topN,IFC-CA,1
topN,ONEX-CA,1
topN,ACO.X-CA,1
topN,BIP.UT-CA,1
topN,SLF-CA,1
topN,TD-CA,1
topN,CAR.UT-CA,1
topN,MFI-CA,1
topN,MFC-CA,1
topN,IAG-CA,1
topN,LIF-CA,1
topN,ABX-CA,1
topN,IMO-CA,1
topN,GRT.UT-CA,1
topN,X-CA,1
topN,PAAS-CA,1
topN,CJT-CA,1
topN,EFX-CA,1
topN,AQN-CA,1
topN,MRU-CA,1
topN,PSI-CA,1
topN,IIP.UT-CA,1
topN,CNR-CA,1
topN,BAM.A-CA,1
topN,MG-CA,1
topN,TFII-CA,1
topN,CP-CA,1
topN,SJ-CA,1
topN,OGC-CA,1
topN,TIH-CA,1
topN,ATD.B-CA,1
topN,CAE-CA,1
topN,DOL-CA,1
topN,CCL.B-CA,1
topN,ENGH-CA,1
topN,WCN-CA,1
topN,MTY-CA,1
topN,MRE-CA,1
topN,CIGI-CA,1
topN,GIL-CA,1
topN,WFT-CA,1
topN,BAD-CA,1
topN,QBR.B-CA,1
